Entry,Hydrolase,Receptor,Structural protein,Transcription factor,Transport protein
Q96D31,0,0,0,0,1
P45452,1,0,0,0,0
Q6ZNF0,1,0,0,0,0
Q9UHW9,0,0,0,0,1
P61565,0,0,1,0,0
O43316,0,0,0,1,0
P54707,1,0,0,0,1
Q76LX8,1,0,0,0,0
Q7Z5D8,0,0,0,1,0
O60939,0,0,0,0,1
Q9H0C2,0,0,0,0,1
Q6GMV3,1,0,0,0,0
Q01973,0,1,0,0,0
P04233,0,1,0,0,0
P03956,1,0,0,0,0
P06276,1,0,0,0,0
Q9BZE0,0,0,0,1,0
P0CH99,0,0,0,1,0
P0CI00,0,0,0,1,0
A8MUZ8,0,0,0,1,0
A8MWA4,0,0,0,1,0
Q6ZN79,0,0,0,1,0
Q9UKV0,1,0,0,0,0
Q92481,0,0,0,1,0
O15198,0,0,0,1,0
P00746,1,0,0,0,0
Q8IYK8,1,0,0,0,0
Q49A33,0,0,0,1,0
Q5FYB1,1,0,0,0,0
O14901,0,0,0,1,0
Q9H2S9,0,0,0,1,0
Q4ZJI4,0,0,0,0,1
Q969F8,0,1,0,0,0
P51168,0,0,0,0,1
P15428,0,1,0,0,0
Q12923,1,0,0,0,0
A6NMB9,1,0,0,0,0
P49184,1,0,0,0,0
Q02509,1,0,1,0,0
Q96BM9,1,0,0,0,0
Q9BYT8,1,0,0,0,0
P19013,0,0,1,0,0
O95298,0,0,0,0,1
Q9UNK9,1,0,0,0,0
P16581,0,1,0,0,0
Q8NGE5,0,1,0,0,0
P0DTE0,0,1,0,0,0
P48357,0,1,0,0,0
Q3SY17,0,0,0,0,1
Q16828,1,0,0,0,0
Q6DHV7,1,0,0,0,0
Q5SGD2,1,0,0,0,0
P47736,1,0,0,0,0
P40879,0,0,0,0,1
Q96NZ1,0,0,0,1,0
Q2M218,0,0,0,1,0
Q6ZN11,0,0,0,1,0
P03951,1,0,0,0,0
Q8NGQ1,0,1,0,0,0
Q9H8M5,0,0,0,0,1
Q3ZCT1,0,0,0,1,0
P13051,1,0,0,0,0
Q9UGJ1,0,0,1,0,0
Q8NGJ2,0,1,0,0,0
Q9BZ72,0,0,0,0,1
P98066,1,0,0,0,0
P34903,0,1,0,0,1
Q01344,0,1,0,0,0
Q8NG78,0,1,0,0,0
Q9UHC1,1,0,0,0,0
Q6ZUV0,1,0,0,0,0
Q96NJ3,0,0,0,1,0
Q9UBF2,0,0,1,0,0
Q6PF04,0,0,0,1,0
Q8N883,0,0,0,1,0
O00451,0,1,0,0,0
O14874,1,0,0,0,0
Q9NZC4,0,0,0,1,0
P03952,1,0,0,0,0
Q16832,0,1,0,0,0
P55157,0,0,0,0,1
O15144,0,0,1,0,0
O75123,0,0,0,1,0
P51512,1,0,0,0,0
P01906,0,1,0,0,0
P01909,0,1,0,0,0
P30556,0,1,0,0,0
Q12864,0,0,0,0,1
P18859,0,0,0,0,1
P15382,0,0,0,0,1
Q9BZV3,0,0,1,0,0
Q92670,0,0,0,1,0
P09017,0,0,0,1,0
Q9Y2L8,0,0,0,1,0
Q15391,0,1,0,0,0
Q9Y2W3,0,0,0,0,1
P04275,0,0,1,0,0
P30273,0,1,0,0,0
P52569,0,0,0,0,1
Q9NYV7,0,1,0,0,0
O00115,1,0,0,0,0
Q5T1Q4,0,0,0,0,1
A9YTQ3,0,1,0,1,0
Q8NHJ6,0,1,0,0,0
Q6NSJ5,0,0,0,0,1
O43462,1,0,0,0,0
Q8TDW0,0,0,0,0,1
Q8IWT6,0,0,0,0,1
Q9GZX5,0,0,0,1,0
Q14032,1,0,0,0,0
Q96DW6,0,0,0,0,1
Q8WXI4,1,0,0,0,0
Q8NGH5,0,1,0,0,0
P10619,1,0,0,0,0
Q7RTV3,0,0,0,1,0
Q5PT55,0,0,0,0,1
P02458,0,0,1,0,0
Q9NPB1,1,0,0,0,0
O60931,0,0,0,0,1
P83105,1,0,0,0,0
Q9H813,0,0,0,0,1
Q8N1Q8,1,0,0,0,0
P08217,1,0,0,0,0
P08218,1,0,0,0,0
P38646,1,0,0,0,0
Q5T5D7,0,0,0,1,0
Q9HBJ7,1,0,0,0,0
P05186,1,0,0,0,0
Q9UK13,0,0,0,1,0
O00189,0,0,0,0,1
Q6DKI1,0,0,1,0,0
Q5HY92,1,0,0,0,0
Q03721,0,0,0,0,1
Q6T4P5,1,0,0,0,0
Q96RW7,0,0,1,0,0
P59541,0,1,0,0,0
P59540,0,1,0,0,0
P59539,0,1,0,0,0
P59537,0,1,0,0,0
P59544,0,1,0,0,0
Q9NPH0,1,0,0,0,0
Q14330,0,1,0,0,0
P17032,0,0,0,1,0
Q9H7R0,0,0,0,1,0
Q6UXV0,0,1,0,0,0
Q8WXD0,0,1,0,0,0
Q8NGS6,0,1,0,0,0
Q02930,0,0,0,1,0
Q8N3J9,0,0,0,1,0
Q12873,1,0,0,0,0
Q6UWQ5,1,0,0,0,0
Q7Z4W2,1,0,0,0,0
P14921,0,0,0,1,0
P02647,0,0,0,0,1
O95948,0,0,0,1,0
P41162,0,0,0,1,0
Q8NG95,0,1,0,0,0
Q8NET8,0,0,0,0,1
Q8IV16,0,0,0,0,1
O00254,1,1,0,0,0
P61626,1,0,0,0,0
Q9HCM2,0,1,0,0,0
Q8NGU4,0,1,0,0,0
P08581,0,1,0,0,0
Q9NZN1,1,0,0,0,0
Q02543,0,0,1,0,0
Q96KX0,1,0,0,0,0
P07585,0,0,1,0,0
O60242,0,1,0,0,0
Q8TEA8,1,0,0,0,0
Q96QH8,1,0,0,0,0
Q8NFP7,1,0,0,0,0
Q96G61,1,0,0,0,0
Q8N4T0,1,0,0,0,0
Q99638,1,0,0,0,0
Q9NP73,1,0,0,0,0
Q5KU26,0,1,0,0,0
O15440,1,0,0,0,1
Q9C0D4,0,0,0,1,0
Q9H3W5,0,1,0,0,0
P20701,0,1,0,0,0
O75061,1,0,0,0,0
Q2TAC6,1,0,0,0,0
Q7Z4N2,0,0,0,0,1
Q9UNM6,0,0,1,0,0
Q9BWV3,1,0,0,0,0
Q9H0X9,0,0,0,0,1
Q8IZ20,0,0,0,1,0
Q8IZF6,0,1,0,0,0
Q14190,0,0,0,1,0
P81133,0,0,0,1,0
Q9NQZ8,0,0,0,1,0
P16471,0,1,0,0,0
Q96MT7,1,0,0,0,0
Q9BX84,0,0,0,0,1
Q92730,1,0,0,0,0
P61587,1,0,0,0,0
Q9H4L4,1,0,0,0,0
Q06265,1,0,0,0,0
P43115,0,1,0,0,0
Q9UBH6,0,0,0,0,1
P19961,1,0,0,0,0
P04746,1,0,0,0,0
Q9BZW2,0,0,0,0,1
Q8IYP2,1,0,0,0,0
P15336,0,0,0,1,0
Q9Y646,1,0,0,0,0
P39900,1,0,0,0,0
P48167,0,1,0,0,1
P02808,0,0,1,0,0
P61254,0,0,1,0,0
Q9UNX3,0,0,1,0,0
P15863,0,0,0,1,0
Q99102,0,0,1,0,0
P63215,1,0,0,0,0
Q3KR37,0,0,0,0,1
P16519,1,0,0,0,0
Q9BRQ5,0,0,0,0,1
P39877,1,0,0,0,0
P50052,0,1,0,0,0
P22415,0,0,0,1,0
Q8WY36,0,0,0,1,0
Q01718,0,1,0,0,0
P41247,1,0,0,0,0
Q96SQ7,0,0,0,1,0
Q9Y4A8,0,0,0,1,0
A0A096LPK9,0,1,0,0,0
Q8N0Y3,0,1,0,0,0
Q8TDX5,1,0,0,0,0
Q9Y265,1,0,0,0,0
Q05707,0,0,1,0,0
Q9Y2X9,0,0,0,1,0
Q13002,0,1,0,0,1
Q9NZW4,0,0,1,0,0
Q7Z3Q1,0,0,0,0,1
A8TX70,0,0,1,0,0
Q8TCD6,1,0,0,0,0
Q9H342,0,1,0,0,0
G3V0H7,0,0,0,0,1
Q96N28,0,0,0,0,1
Q9Y3B1,0,0,0,0,1
Q96QD8,0,0,0,0,1
Q8IXI2,1,0,0,0,0
Q9Y585,0,1,0,0,0
Q8NH05,0,1,0,0,0
P55064,0,0,0,0,1
Q9BZM2,1,0,0,0,0
O75354,1,0,0,0,0
A6NGU5,1,0,0,0,0
P19440,1,0,0,0,0
Q92876,1,0,0,0,0
Q99884,0,0,0,0,1
Q4KMQ2,0,0,0,0,1
Q96HI0,1,0,0,0,0
Q5SVQ8,0,0,0,1,0
Q07343,1,0,0,0,0
Q9UHD8,1,0,0,0,0
Q9P2F5,0,0,0,1,0
Q9UMZ3,1,0,0,0,0
Q8NER1,0,1,0,0,1
Q9Y272,1,0,0,0,0
Q9BX93,1,0,0,0,0
Q96IY4,1,0,0,0,0
Q9C009,0,0,0,1,0
P0DTE7,1,0,0,0,0
Q7L513,0,1,0,0,0
Q9UKQ9,1,0,0,0,0
O14656,1,0,0,0,0
O95838,0,1,0,0,0
P46926,1,0,0,0,0
Q9GZR7,1,0,0,0,0
Q9NQW1,0,0,1,0,0
O94979,0,0,1,0,0
P49641,1,0,0,0,0
P02652,0,0,0,0,1
O00154,1,0,0,0,0
P05156,1,0,0,0,0
Q15043,0,0,0,0,1
Q8NGC6,0,1,0,0,0
P22695,1,0,0,0,0
Q9Y6X5,1,0,0,0,0
P04054,1,0,0,0,0
P62753,0,0,1,0,0
P18074,1,0,0,0,0
P13727,0,0,1,0,0
P29400,0,0,1,0,0
P11021,1,0,0,0,0
Q16706,1,0,0,0,0
P02788,1,0,0,0,0
Q14703,1,0,0,0,0
Q8NGR1,0,1,0,0,0
Q5BKX6,0,0,0,0,1
Q96P20,1,0,0,0,0
Q8TD26,1,0,0,0,0
Q9HCZ1,0,0,0,1,0
Q9BQP7,1,0,0,0,0
Q8IZF3,0,1,0,0,0
Q9UKF5,1,0,0,0,0
Q14832,0,1,0,0,0
P38571,1,0,0,0,0
Q9Y6E7,1,0,0,0,0
Q9BSK1,0,0,0,1,0
A6NIJ9,0,1,0,0,0
Q9NZP2,0,1,0,0,0
P08922,0,1,0,0,0
A6NF89,0,1,0,0,0
Q8NGE2,0,1,0,0,0
P29973,0,0,0,0,1
Q16829,1,0,0,0,0
Q8NGE1,0,1,0,0,0
A6NM76,0,1,0,0,0
Q12913,1,0,0,0,0
Q13491,0,0,1,0,0
Q15303,0,1,0,0,0
Q86Z14,1,0,0,0,0
Q9HC16,1,0,0,0,0
Q8IUX4,1,0,0,0,0
Q8IV08,1,0,0,0,0
Q8IVL8,1,0,0,0,0
Q96RK0,0,0,0,1,0
O60906,1,0,0,0,0
P52888,1,0,0,0,0
Q9NP60,1,1,0,0,0
O75077,1,0,0,0,0
Q16667,1,0,0,0,0
Q13224,0,1,0,0,1
Q8TE57,1,0,0,0,0
O15381,1,0,0,0,0
A6NFU8,1,0,0,0,0
O14732,1,0,0,0,0
Q9UHC3,0,0,0,0,1
Q6UWM7,1,0,0,0,0
Q08AI6,0,0,0,0,1
Q5TEC3,0,0,0,1,0
Q8WZ79,1,0,0,0,0
P54277,1,0,0,0,0
O60315,0,0,0,1,0
P22888,0,1,0,0,0
Q9Y5Q5,1,0,0,0,0
Q03933,0,0,0,1,0
Q8NGW6,0,1,0,0,0
Q9Y5J3,0,0,0,1,0
Q9BZR6,0,1,0,0,0
Q8NGS1,0,1,0,0,0
Q03924,0,0,0,1,0
P52744,0,0,0,1,0
Q8NHC4,0,1,0,0,0
O60729,1,0,0,0,0
Q9H306,1,0,0,0,0
Q9HBW9,0,1,0,0,0
P25774,1,0,0,0,0
P02675,0,0,1,0,0
Q6ZVD8,1,0,0,0,0
Q9UBP5,0,0,0,1,0
Q9NQ87,0,0,0,1,0
P58181,0,1,0,0,0
O14649,0,0,0,0,1
Q9NPC2,0,0,0,0,1
O75762,0,1,0,0,1
P02774,0,0,0,0,1
Q6ZQN7,0,0,0,0,1
Q02241,1,0,0,0,0
Q8N100,0,0,0,1,0
Q5JQS5,0,1,0,0,0
Q9Y6W8,0,1,0,0,0
Q9BXI2,0,0,0,0,1
P08069,0,1,0,0,1
P21554,0,1,0,0,0
P08493,0,0,1,0,0
P08254,1,0,0,0,0
Q9Y619,0,0,0,0,1
Q9UPY3,1,0,0,0,0
Q13258,0,1,0,0,0
Q9NZK7,1,0,0,0,0
Q8NCI6,1,0,0,0,0
Q8IZF2,0,1,0,0,0
Q6ECI4,0,0,0,1,0
Q92851,1,0,0,0,0
Q63HR2,1,0,0,0,0
Q9NQ30,0,0,1,0,0
O76100,0,1,0,0,0
P20849,0,0,1,0,0
Q9GZN6,0,0,0,0,1
Q8NH92,0,1,0,0,0
P32969,0,0,1,0,0
P35790,1,0,0,0,0
P47869,0,1,0,0,1
Q7RTS1,0,0,0,1,0
Q8NGQ3,0,1,0,0,0
P25092,0,1,0,0,0
P14555,1,0,0,0,0
P14091,1,0,0,0,0
Q7Z6A9,0,1,0,0,0
P50548,0,0,0,1,0
P27487,1,0,0,0,0
Q7Z5M5,0,0,0,0,1
Q08050,0,0,0,1,0
Q12884,1,0,0,0,0
P59047,0,0,1,0,0
P98194,1,0,0,0,1
P83731,0,0,1,0,0
Q5T601,0,1,0,0,0
Q9ULF5,0,0,0,0,1
Q5R387,1,0,0,0,0
Q9BY07,0,0,0,0,1
Q6PII5,1,0,0,0,0
Q6UWJ1,0,0,0,0,1
P14778,1,1,0,0,0
O60882,1,0,0,0,0
Q2M3T9,1,0,0,0,0
P02649,0,0,1,0,1
P13501,1,0,0,0,0
Q9H756,0,1,0,0,0
Q9NW15,0,0,0,0,1
Q16690,1,0,0,0,0
A1A4F0,0,0,0,0,1
Q15198,0,1,0,0,0
Q2L4Q9,1,0,0,0,0
P20963,0,1,0,0,0
Q9Y6N7,0,1,0,0,0
P0DJD9,1,0,0,0,0
P0DJD7,1,0,0,0,0
P0DJD8,1,0,0,0,0
P20142,1,0,0,0,0
P02753,0,0,0,0,1
P17812,1,0,0,0,0
Q8IWU6,1,0,0,0,0
Q8TDV0,0,1,0,0,0
Q9H3K2,0,0,0,0,1
Q14722,0,0,0,0,1
Q8N119,1,0,0,0,0
Q8IXZ3,0,0,0,1,0
P11597,0,0,0,0,1
Q96GQ7,1,0,0,0,0
Q6ZVW7,0,1,0,0,0
Q01892,0,0,0,1,0
Q9NVJ2,1,0,0,0,0
P15086,1,0,0,0,0
Q9H0E7,1,0,0,0,0
Q9BPU6,1,0,0,0,0
Q9H1C0,0,1,0,0,0
Q15842,0,0,0,0,1
Q8NGG8,0,1,0,0,0
Q96RD0,0,1,0,0,0
O15259,0,0,1,0,0
Q01118,0,1,0,0,1
Q9HBT7,0,0,0,1,0
P14543,0,0,1,0,0
P49821,0,0,0,0,1
P13073,0,0,0,0,1
P78426,0,0,0,1,0
P08887,0,1,0,0,0
P24046,0,1,0,0,1
Q0VAA5,1,0,0,0,0
Q9UD57,0,0,0,1,0
Q5TF39,0,0,0,0,1
Q8N9Z0,0,0,0,1,0
Q8WV37,0,0,0,1,0
Q8N3E9,1,0,0,0,0
Q6KCM7,0,0,0,0,1
O95256,1,1,0,0,0
Q8TD46,0,1,0,0,0
Q96S66,0,0,0,0,1
P39880,0,0,0,1,0
Q99797,1,0,0,0,0
P08240,1,0,0,0,0
Q8TE12,0,0,0,1,0
O94850,0,0,0,1,0
O75626,0,0,0,1,0
P55316,0,0,0,1,0
P57073,0,0,0,1,0
Q9UNI6,1,0,0,0,0
Q6PJP8,1,0,0,0,0
Q9ULC3,1,0,0,0,0
Q15937,0,0,0,1,0
Q8N8Y2,0,0,0,0,1
Q7RTM1,0,0,0,0,1
Q8NH81,0,1,0,0,0
Q92887,1,0,0,0,1
Q6ZS27,0,0,0,1,0
P17027,0,0,0,1,0
Q14584,0,0,0,1,0
Q5EBM4,0,0,0,1,0
Q8N7Q3,0,0,0,1,0
Q9P255,0,0,0,1,0
B1APH4,0,0,0,1,0
Q86XF7,0,0,0,1,0
Q9HC78,0,0,0,1,0
Q6ZRF7,0,0,0,1,0
Q9NYW7,0,1,0,0,0
Q8N127,0,1,0,0,0
Q5VYY2,1,0,0,0,0
P31249,0,0,0,1,0
P50458,0,0,0,1,0
Q9BQI9,1,0,0,0,0
Q8TE99,1,0,0,0,0
O15516,0,0,0,1,0
Q9NZI6,0,0,0,1,0
P20674,0,0,0,0,1
Q7Z4S6,1,0,0,0,0
Q9Y261,0,0,0,1,0
Q96SZ4,0,0,0,1,0
Q86X76,1,0,0,0,0
Q13398,0,0,0,1,0
P06576,0,0,0,0,1
P28356,0,0,0,1,0
Q9Y3B8,1,0,0,0,0
Q9BXA5,0,1,0,0,0
Q99895,1,0,0,0,0
Q17RR3,1,0,0,0,0
P25445,0,1,0,0,0
Q9UMR5,1,0,0,0,0
Q9H343,0,1,0,0,0
O60403,0,1,0,0,0
P05107,0,1,0,0,0
Q9NQX1,0,0,0,1,0
P01303,0,1,0,0,0
Q8NGU1,0,1,0,0,0
Q7RTX0,0,1,0,0,0
Q8NGK6,0,1,0,0,0
P05187,1,0,0,0,0
Q9BZW8,0,1,0,0,0
P59534,0,1,0,0,0
Q8NGE7,0,1,0,0,0
Q16671,0,1,0,0,0
Q9H078,1,0,0,0,0
P55318,0,0,0,1,0
P25067,0,0,1,0,0
P55317,0,0,0,1,0
H3BV60,0,1,0,0,0
P07204,0,1,0,0,0
Q14028,0,0,0,0,1
Q96N58,0,0,0,1,0
P51690,1,0,0,0,0
Q12769,0,0,1,0,0
P0CG23,0,0,0,1,0
Q7L985,0,1,0,0,0
Q8NH55,0,1,0,0,0
Q96DB2,1,0,0,0,0
P54315,1,0,0,0,0
O00562,0,0,0,0,1
Q14031,0,0,1,0,0
Q7RTZ1,1,0,0,0,0
Q8WTU0,1,0,0,0,0
Q9H7X7,1,0,0,0,0
Q12805,0,1,1,0,0
Q6NSZ9,0,0,0,1,0
Q9Y678,0,0,1,0,0
P03905,0,0,0,0,1
Q7Z5H4,0,1,0,0,0
Q9NQV5,0,0,0,1,0
P0DPQ6,0,0,0,1,0
P40306,1,0,0,0,0
Q96BZ4,1,0,0,0,0
P31785,0,1,0,0,0
Q8TDN2,0,0,0,0,1
O15374,0,0,0,0,1
Q8IZF0,0,0,0,0,1
Q9Y2L1,1,0,0,0,0
A2PYH4,1,0,0,0,0
P52747,0,0,0,1,0
P23975,0,0,0,0,1
P49675,0,0,0,0,1
P0CW18,1,0,0,0,0
Q96FE7,1,0,0,0,0
P30954,0,1,0,0,0
A5YM72,1,0,0,0,0
Q7RTX1,0,1,0,0,0
O95409,0,0,0,1,0
Q15915,0,0,0,1,0
O95971,0,1,0,0,0
Q9UBR4,0,0,0,1,0
P29275,0,1,0,0,0
Q6W3E5,1,0,0,0,0
Q6UWB4,1,0,0,0,0
P01833,0,1,0,0,0
Q6P1M0,0,0,0,0,1
Q9UNA0,1,0,0,0,0
Q9UKF7,0,0,0,0,1
P17050,1,0,0,0,0
Q9BZJ3,1,0,0,0,0
Q15465,1,0,0,0,0
Q8IU80,1,0,0,0,0
Q8TE58,1,0,0,0,0
Q92496,0,0,0,0,1
Q9UBS5,0,1,0,0,0
A0A1B0GTW7,1,0,0,0,0
Q9NYZ4,0,1,0,0,0
Q9Y286,0,1,0,0,0
Q8IZ26,0,0,0,1,0
P23946,1,0,0,0,0
Q9UK33,0,0,0,1,0
P40313,1,0,0,0,0
P15509,0,1,0,0,0
Q6UWY0,1,0,0,0,0
Q14943,0,1,0,0,0
A2VEC9,0,0,1,0,0
Q9Y3D8,1,0,0,0,0
Q8IU68,0,0,0,0,1
O00238,0,1,0,0,0
Q9Y251,1,0,0,0,0
Q9P2P1,1,0,0,0,0
Q13018,0,1,0,0,0
A6NCS4,0,0,0,1,0
P48551,0,1,0,0,0
Q9Y2P4,0,0,0,0,1
Q8NGL1,0,1,0,0,0
Q5TDH0,1,0,0,0,0
Q96PJ5,0,1,0,0,0
Q96P31,0,1,0,0,0
Q96LA5,0,1,0,0,0
Q6DN72,0,1,0,0,0
Q96RD9,0,1,0,0,0
P46098,0,1,0,0,1
Q8TE76,1,0,0,0,0
P30518,0,1,0,0,0
P57682,0,0,0,1,0
Q9GZK6,0,1,0,0,0
Q96KK3,0,0,0,0,1
Q8NGU2,0,1,0,0,0
Q9NQ39,0,0,1,0,0
P46783,0,0,1,0,0
Q9NR34,1,0,0,0,0
Q13118,0,0,0,1,0
Q8NGP4,0,1,0,0,0
Q9NTI2,1,0,0,0,1
Q15661,1,0,0,0,0
P20231,1,0,0,0,0
Q8TBZ5,0,0,0,1,0
Q5JR12,1,0,0,0,0
P0DN82,0,1,0,0,0
P58182,0,1,0,0,0
P52815,0,0,1,0,0
P30049,0,0,1,0,1
Q9UP79,1,0,0,0,1
Q9BRT8,1,0,0,0,0
Q8IUF1,1,0,0,0,0
Q5JTY5,1,0,0,0,0
Q4V339,1,0,0,0,0
Q5RIA9,1,0,0,0,0
O95967,0,0,1,0,0
Q13651,0,1,0,0,0
Q8WV74,1,0,0,0,0
Q05901,0,1,0,0,1
O15552,0,1,0,0,0
Q9Y6Y9,0,1,0,0,0
Q5T3F8,0,1,0,0,1
P22792,0,1,0,0,0
Q9H2U9,1,0,0,0,0
Q6PML9,0,0,0,0,1
Q86UN3,0,1,0,0,0
Q8TBC5,0,0,0,1,0
Q8NEW0,0,0,0,0,1
P16233,1,0,0,0,0
Q6X4U4,0,1,0,0,0
P21918,0,1,0,0,0
Q9GZU2,0,0,0,1,0
Q6UW15,0,1,0,0,0
Q06141,0,1,0,0,0
Q9BSK0,0,0,1,0,0
P54317,1,0,0,0,0
Q03692,0,0,1,0,0
Q96LA6,0,1,0,0,0
Q8NBB4,0,0,0,1,0
Q9NQZ5,0,0,0,0,1
O95069,0,0,0,0,1
Q6ZNG2,0,0,0,1,0
Q8NGK4,0,1,0,0,0
P11831,0,0,0,1,0
O15439,1,0,0,0,1
Q96LB8,1,1,0,0,0
P17947,0,0,0,1,0
Q400G9,1,0,0,0,0
P57082,0,0,0,1,0
Q9NRS4,1,0,0,0,0
Q9BYD3,0,0,1,0,0
Q8N1S5,0,0,0,0,1
Q9UKQ2,1,0,0,0,0
Q14209,0,0,0,1,0
P12110,0,0,1,0,0
O76075,1,0,0,0,0
Q8TF46,1,0,0,0,0
Q587J7,1,0,0,0,0
P52849,1,0,0,0,0
Q02223,0,1,0,0,0
Q6NSJ0,1,0,0,0,0
A6NGY5,0,1,0,0,0
Q9UJL9,0,0,0,1,0
Q96H55,1,0,0,0,0
P41252,1,0,0,0,0
O00180,0,0,0,0,1
Q6ZSS3,0,0,0,1,0
P05091,1,0,0,0,0
Q8IX05,0,1,0,0,0
Q14940,0,0,0,0,1
P28065,1,0,0,0,0
O14657,1,0,0,0,0
P22033,1,0,0,0,0
Q9UNW1,1,0,0,0,0
Q8IX06,1,0,0,0,0
A6NHJ4,0,0,0,1,0
Q8N823,0,0,0,1,0
Q0VGE8,0,0,0,1,0
Q9H5J0,0,0,0,1,0
Q9Y2J8,1,0,0,0,0
Q9H329,0,0,1,0,0
Q8WWY8,1,0,0,0,0
Q7RTU4,0,0,0,1,0
P04629,0,1,0,0,0
O15204,1,0,0,0,0
P02751,0,0,1,0,0
Q9H497,1,0,0,0,0
Q96LU5,1,0,0,0,0
Q6NVV1,0,0,1,0,0
P28331,0,0,0,0,1
Q86UN2,0,1,0,0,0
Q8NDG6,1,0,0,0,0
Q9NYW5,0,1,0,0,0
Q5R3F8,0,1,0,0,0
Q9BSE5,1,0,0,0,0
P10747,0,1,0,0,0
P10809,1,0,0,0,0
P27930,0,1,0,0,0
Q8NGE0,0,1,0,0,0
O14718,0,1,0,0,0
Q9HCX4,0,0,0,0,1
O00483,0,0,0,0,1
Q6PDB4,0,0,0,1,0
O43847,1,0,0,0,0
Q5T1C6,1,0,0,0,0
Q01201,0,0,0,1,0
Q8N1G1,1,0,0,0,0
P54219,0,0,0,0,1
P82914,0,0,1,0,0
Q99801,0,1,0,1,0
Q9NYW0,0,1,0,0,0
Q9UBZ4,1,0,0,0,0
Q6NUK1,0,0,0,0,1
Q8NFV4,1,0,0,0,0
O43488,1,0,0,0,0
Q9NYW4,0,1,0,0,0
O14975,0,0,0,0,1
Q96AP4,1,0,0,0,0
Q86VK4,0,0,0,1,0
P08123,0,0,1,0,0
Q9H611,1,0,0,0,0
Q5XKR4,0,0,0,1,0
P23467,1,1,0,0,0
Q15940,0,0,0,1,0
P78334,0,1,0,0,1
Q9BXT6,1,0,0,0,0
P67812,1,0,0,0,0
Q14494,0,0,0,1,0
Q6TCH4,0,1,0,0,0
Q9NXK6,0,1,0,0,0
P48147,1,0,0,0,0
Q8N7U7,0,0,0,1,0
Q8NDP4,0,0,0,1,0
Q6IEU7,0,1,0,0,0
Q6DD88,1,0,0,0,0
Q8TAW3,0,0,0,1,0
Q14654,0,0,0,0,1
P24539,0,0,0,0,1
Q96SE0,1,0,0,0,0
Q15669,1,0,0,0,0
A0A1W2PR75,1,0,0,0,0
A0A1W2PQJ5,1,0,0,0,0
Q70CQ3,1,0,0,0,0
A0A1W2PQD8,1,0,0,0,0
A0A1W2PQC6,1,0,0,0,0
A0A1W2PQ27,1,0,0,0,0
A0A1W2PQ64,1,0,0,0,0
Q14003,0,0,0,0,1
O95264,0,1,0,0,1
Q86SG7,1,0,0,0,0
P41597,0,1,0,0,0
P47985,0,0,0,0,1
P25705,1,0,0,0,1
O15061,0,0,1,0,0
Q06495,0,0,0,0,1
Q3SY56,0,0,0,1,0
P35711,0,0,0,1,0
Q8NGK5,0,1,0,0,0
P49810,1,0,0,0,0
Q96I13,1,0,0,0,0
P53621,0,0,1,0,0
Q8NGI2,0,1,0,0,0
Q96NK8,0,0,0,1,0
P40189,0,1,0,0,0
P59533,0,1,0,0,0
Q969S9,1,0,0,0,0
Q07954,0,1,0,0,0
Q15784,0,0,0,1,0
Q9ULR3,1,0,0,0,0
Q15825,0,1,0,0,1
Q9UNN8,0,1,0,0,0
Q9NZK5,1,0,0,0,0
Q9NUT2,1,0,0,0,1
Q6VUC0,0,0,0,1,0
Q9P246,0,0,0,0,1
Q9GZU5,0,1,0,0,0
Q9P0T4,0,0,0,1,0
Q9NRM1,0,0,1,0,0
Q9UNI1,1,0,0,0,0
Q6N075,0,0,0,0,1
Q68DD2,1,0,0,0,0
Q8N8U9,0,0,1,0,0
Q92754,0,0,0,1,0
P05549,0,0,0,1,0
P11532,0,0,1,0,0
Q9UMQ6,1,0,0,0,0
Q7Z7L9,0,0,0,1,0
P20936,1,0,0,0,0
P48995,0,0,0,0,1
Q9NX65,0,0,0,1,0
Q13636,1,0,0,0,0
Q13017,1,0,0,0,0
Q8IWY8,0,0,0,1,0
Q401N2,0,1,0,0,1
Q15319,0,0,0,1,0
P05997,0,0,1,0,0
Q9NYQ7,0,1,0,0,0
Q8NGL4,0,1,0,0,0
P58012,0,0,0,1,0
P55347,0,0,0,1,0
Q86XI6,1,0,0,0,0
O43186,0,0,0,1,0
O75334,0,0,1,0,0
P59542,0,1,0,0,0
Q8IVW8,0,0,0,0,1
Q9BXP8,1,0,0,0,0
A6NJT0,0,0,0,1,0
P42702,0,1,0,0,0
Q8IU99,0,0,0,0,1
Q16236,0,0,0,1,0
Q8NGT5,0,1,0,0,0
Q9NQ33,0,0,0,1,0
Q9H1U9,0,0,0,0,1
O94886,0,1,0,0,1
Q5W0Q7,1,0,0,0,0
P34969,0,1,0,0,0
Q63HM1,1,0,0,0,0
Q8N628,0,1,0,0,0
Q13203,0,0,1,0,0
Q86SM8,0,1,0,0,0
Q03828,0,0,0,1,0
Q15477,1,0,0,0,0
A6NMT0,0,0,0,1,0
P17024,0,0,0,1,0
Q8N7K0,0,0,0,1,0
Q86SQ4,1,1,0,0,0
P01100,0,0,0,1,0
Q9BTV6,1,0,0,0,0
P49368,1,0,0,0,0
Q9UGH3,0,0,0,0,1
Q9NYW6,0,1,0,0,0
P30953,0,1,0,0,0
P47887,0,1,0,0,0
Q8N146,0,1,0,0,0
Q8N162,0,1,0,0,0
